Type,Level,Name,Resource,Spell Script Name,Generic Description,Identified Description
Wizard,4,"Daer'Ragh's Aura Cleansing","MARW401","","The use of magic causes the collection of magical residue around the caster, which prevents even the most skilled of casters from casting spells in quick succession. Daer'Ragh's Aura Cleansing removes this residue as the next spell begins, allowing for a greatly increased rate of spellcasting.",No Description
Wizard,4,"Dimension Door","SPWI995","Dryad Teleport","Dimension Door
(Alteration)

Level: 4
Range: 0
Duration: Instant
Casting Time: 1
Area of Effect: The caster
Saving Throw: None

This spell transports the caster to any place within the visual range of the caster. When the spell is cast, a dimensional portal opens up in front of the caster, who immediately steps through it. Upon passing through the portal, the caster finds <PRO_HIMHER>self at <PRO_HISHER> chosen destination.",No Description
Wizard,4,"Dimension Door","SPWI994","Phase Spider Teleport","Dimension Door
(Alteration)

Level: 4
Range: 0
Duration: Instant
Casting Time: 1
Area of Effect: The caster
Saving Throw: None

This spell transports the caster to any place within the visual range of the caster. When the spell is cast, a dimensional portal opens up in front of the caster, who immediately steps through it. Upon passing through the portal, the caster finds <PRO_HIMHER>self at <PRO_HISHER> chosen destination.",No Description
Wizard,4,"Dimension Door","SPWI982","Daerragh","Dimension Door
(Alteration)

Level: 4
Range: 0
Duration: Instant
Casting Time: 1
Area of Effect: The caster
Saving Throw: None

This spell transports the caster to any place within the visual range of the caster. When the spell is cast, a dimensional portal opens up in front of the caster, who immediately steps through it. Upon passing through the portal, the caster finds <PRO_HIMHER>self at <PRO_HISHER> chosen destination.",No Description
Wizard,4,"Dimension Door","SPWI926","Quick Teleport","Dimension Door
(Alteration)

Level: 4
Range: 0
Duration: Instant
Casting Time: 1
Area of Effect: The caster
Saving Throw: None

This spell transports the caster to any place within the visual range of the caster. When the spell is cast, a dimensional portal opens up in front of the caster, who immediately steps through it. Upon passing through the portal, the caster finds <PRO_HIMHER>self at <PRO_HISHER> chosen destination.",No Description
Wizard,4,"Dimension Door","SPWI402","Wizard Dimension Door","Dimension Door
(Alteration)

Level: 4
Range: 0
Duration: Instant
Casting Time: 1
Area of Effect: The caster
Saving Throw: None

This spell transports the caster to any place within the visual range of the caster. When the spell is cast, a dimensional portal opens up in front of the caster, who immediately steps through it. Upon passing through the portal, the caster finds <PRO_HIMHER>self at <PRO_HISHER> chosen destination.",No Description
Wizard,4,"Dragon Rain","SPIN723","Dragon Rain","Ice Storm
(Evocation)

Level: 4
Range: Visual range of the caster
Duration: 4 rounds
Casting Time: 4 
Area of Effect: 30-ft. radius
Saving Throw: None 

When this spell is cast, great hail stones pound down for four rounds in a 60-ft. diameter area and inflict 2d8 points of cold damage to any creatures within the area of effect. Also, anyone that remains within the area of effect takes 2d8 cold damage each round for 4 rounds.",No Description
Wizard,4,"Emotion: Hopelessness","SPWI411","Wizard Emotion Hopelessness","Emotion: Hopelessness
(Enchantment/Charm)

Level: 4
Range: 50 ft.
Duration: 9 rounds + 1 round/level after 7th
Casting Time: 4
Area of Effect: 30-ft. radius
Saving Throw: Special

When this spell is cast, the wizard can disturb the emotional state of those around <PRO_HIMHER>. The effect of this is to inflict a feeling of hopelessness upon the enemies within the visual range of the caster. Upon a failed Saving Throw vs. Spell, the affected creature will lie down where they stand and give over all their will to a higher power. Sometimes they can be heard to exclaim things such as ""I lay down and die,"" or ""I'm going home."" This will last for the duration of the spell, upon which they will return to normal.

The secondary effect of this spell is to instill upon the caster the feeling of courage. This will remove any effects of panic and restore <PRO_HISHER> morale, as well as prevent the above from creeping forth into <PRO_HISHER> psyche. There is no Saving Throw vs. this and it will last for the duration of the spell. It will, however, be affected by Magic Resistance and other such things.",No Description
Wizard,4,"Enchanted Weapon","SPWI417","Wizard Enchanted Weapon","Enchanted Weapon
(Enchantment/Charm)

Level: 4
Range: 0
Duration: 5 rounds/level
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: None

When this spell is cast on a creature, it enchants any weapons that it currently wields. For the duration of the spell, those weapons are treated as having a +3 enchantment for the purposes of determining what they can hit.",No Description
Wizard,4,"Farsight","SPWI424","Wizard Far Sight","Farsight
(Divination)

Level: 4
Range: Special
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: Special
Saving Throw: None 

When Farsight is cast, the caster is able to view an area of an unexplored map. After casting the spell, simply click on a section of the map that you want to view. For the duration of the spell, the caster can spy on that area, noting creatures and fortifications.",No Description
Wizard,4,"Fireshield (Blue)","SPWI403D","Wizard Fire Shield Blue","Fireshield (Blue) 
(Evocation)

Level: 4
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: The caster 
Saving Throw: None 

The blue fireshield protects the user from cold damage by surrounding the caster with a shield of ice flame. This shield not only grants the user 50% Cold Resistance, but also protects the caster from attacks made within a 5-ft. radius around the caster. An opponent that hits the caster with any weapons or spells within this radius suffers 1d8+2 cold damage.",No Description
Wizard,4,"Fireshield (Blue)","SPWI403","Wizard Fire Shield Blue","Fireshield (Blue) 
(Evocation)

Level: 4
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: The caster 
Saving Throw: None 

The blue fireshield protects the user from cold damage by surrounding the caster with a shield of ice flame. This shield not only grants the user 50% Cold Resistance, but also protects the caster from attacks made within a 5-ft. radius around the caster. An opponent that hits the caster with any weapons or spells within this radius suffers 1d8+2 cold damage.",No Description
Wizard,4,"Fireshield (Blue)","KELDORN","","Fireshield (Blue) 
(Evocation)

Level: 4
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: The caster 
Saving Throw: None 

The blue fireshield protects the user from cold damage by surrounding the caster with a shield of ice flame. This shield not only grants the user 50% Cold Resistance, but also protects the caster from attacks made within a 5-ft. radius around the caster. An opponent that hits the caster with any weapons or spells within this radius suffers 1d8+2 cold damage.",No Description
Wizard,4,"Fireshield (Blue)","1TARSS","","Fireshield (Blue) 
(Evocation)

Level: 4
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: The caster 
Saving Throw: None 

The blue fireshield protects the user from cold damage by surrounding the caster with a shield of ice flame. This shield not only grants the user 50% Cold Resistance, but also protects the caster from attacks made within a 5-ft. radius around the caster. An opponent that hits the caster with any weapons or spells within this radius suffers 1d8+2 cold damage.",No Description
Wizard,4,"Fireshield (Red)","SPWI418D","Wizard Fire Shield Red","Fireshield (Red)
(Evocation)

Level: 4
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: The caster
Saving Throw: None

The Red Fireshield protects the user from fire damage by surrounding the caster with a shield of flame. This shield does not only grant the user a 50% Fire Resistance, but also protects <PRO_HIMHER> from attacks made from within a 5-ft. radius around <PRO_HIMHER>. An opponent that hits the caster with any weapons or spells within this radius suffers 1d8+2 points of fire damage.",No Description
Wizard,4,"Fireshield (Red)","SPWI418","Wizard Fire Shield Red","Fireshield (Red)
(Evocation)

Level: 4
Range: 0
Duration: 3 rounds + 1 round/level
Casting Time: 4 
Area of Effect: The caster
Saving Throw: None

The Red Fireshield protects the user from fire damage by surrounding the caster with a shield of flame. This shield does not only grant the user a 50% Fire Resistance, but also protects <PRO_HIMHER> from attacks made from within a 5-ft. radius around <PRO_HIMHER>. An opponent that hits the caster with any weapons or spells within this radius suffers 1d8+2 points of fire damage.",No Description
Wizard,4,"Greater Malison","SPWI412","Wizard Greater Malison","Greater Malison
(Enchantment/Charm)

Level: 4
Range: 50 ft.
Duration: 2 rounds/level
Casting Time: 4
Area of Effect: 30-ft. radius
Saving Throw: None

The spell allows the caster to adversely affect all the Saving Throws of <PRO_HISHER> enemies. The effect is applied to all hostile creatures within the area of effect. Opponents under the influence of this spell make all Saving Throws at a penalty of -4.",No Description
Wizard,4,"Ice Dust","SPIN713","Ice Dust",No Description, No Description
Wizard,4,"Ice Storm","SPWI404","Wizard Ice Storm","Ice Storm
(Evocation)

Level: 4
Range: Visual range of the caster
Duration: 4 rounds
Casting Time: 4 
Area of Effect: 30-ft. radius
Saving Throw: None 

When this spell is cast, great hail stones pound down for four rounds in a 60-ft. diameter area and inflict 2d8 points of cold damage to any creatures within the area of effect. Also, anyone that remains within the area of effect takes 2d8 cold damage each round for 4 rounds.",No Description
Wizard,4,"Improved Invisibility","SPWI405","Wizard Improved Invisibility","Improved Invisibility
(Illusion/Phantasm)

Level: 4
Range: Touch
Duration: 3 rounds + 1 round/level
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: None

This spell is similar to Invisibility, but the recipient is able to attack by missile discharge, melee combat, or spellcasting while remaining unseen. However, telltale traces—a shimmering—allow an observant opponent to attack the invisible spell recipient. These traces are only noticeable when specifically looked for (after the invisible character has made <PRO_HISHER> presence known). Attacks against the invisible character suffer a -4 penalty to attack rolls, and the invisible character's Saving Throws are made with a +4 bonus.

Note: After making an attack, the wizard is no longer completely invisible. Opponents can target the wizard.",No Description
Wizard,4,"Lower Fire Resistance","SPIN682","Dragon Lower Fire","Greater Malison
(Enchantment/Charm)

Level: 4
Range: 50 ft.
Duration: 2 rounds/level
Casting Time: 4
Area of Effect: 30-ft. radius
Saving Throw: None

The spell allows the caster to adversely affect all the Saving Throws of <PRO_HISHER> enemies. The effect is applied to all hostile creatures within the area of effect. Opponents under the influence of this spell make all Saving Throws at a penalty of -4.",No Description
Wizard,4,"Minor Globe of Invulnerability","SPWM126","","Minor Globe of Invulnerability
(Abjuration)

Level: 4
Range: 0
Duration: 1 round/level
Casting Time: 4
Area of Effect: 5-ft. radius sphere
Saving Throw: None

This spell creates a faintly shimmering magical sphere around the caster that prevents any 1st-, 2nd-, or 3rd-level spell effects from penetrating (i.e., the area of effect of any such spells does not include the area of the Minor Globe of Invulnerability). This includes innate abilities and effects from devices. However, any type of spell can be cast out of the magical sphere, and these pass from the caster of the globe to their subject without affecting the globe. Spells of 4th level or higher are not affected by the globe.",No Description
Wizard,4,"Minor Globe of Invulnerability","SPWM125","","Minor Globe of Invulnerability
(Abjuration)

Level: 4
Range: 0
Duration: 1 round/level
Casting Time: 4
Area of Effect: 5-ft. radius sphere
Saving Throw: None

This spell creates a faintly shimmering magical sphere around the caster that prevents any 1st-, 2nd-, or 3rd-level spell effects from penetrating (i.e., the area of effect of any such spells does not include the area of the Minor Globe of Invulnerability). This includes innate abilities and effects from devices. However, any type of spell can be cast out of the magical sphere, and these pass from the caster of the globe to their subject without affecting the globe. Spells of 4th level or higher are not affected by the globe.",No Description
Wizard,4,"Minor Globe of Invulnerability","SPWI406","Wizard Minor Globe Of Invulnerability","Minor Globe of Invulnerability
(Abjuration)

Level: 4
Range: 0
Duration: 1 round/level
Casting Time: 4
Area of Effect: 5-ft. radius sphere
Saving Throw: None

This spell creates a faintly shimmering magical sphere around the caster that prevents any 1st-, 2nd-, or 3rd-level spell effects from penetrating (i.e., the area of effect of any such spells does not include the area of the Minor Globe of Invulnerability). This includes innate abilities and effects from devices. However, any type of spell can be cast out of the magical sphere, and these pass from the caster of the globe to their subject without affecting the globe. Spells of 4th level or higher are not affected by the globe.",No Description
Wizard,4,"Minor Sequencer","SPWI420","Wizard Minor Sequencer","Minor Sequencer
(Invocation/Evocation)

Level: 4
Range: 0
Duration: Permanent
Casting Time: 9
Area of Effect: Special
Saving Throw: None

This spell allows a wizard to store two spells and activate them both at the same time from <PRO_HISHER> Special Ability button. Both spells must be of 2nd level or lower. To create a sequencer, a Mage must memorize not only Minor Sequencer but also the spells <PRO_HESHE> intends to store in it (a Sorcerer can store spells of any level for which <PRO_HESHE> still has spell slots). After casting Minor Sequencer, the player will be prompted to choose the sequenced spells from those <PRO_HESHE> has memorized.

A sequencer lasts until activated and, once used, releases its spells immediately (no casting time). The Special Ability icon also disappears until the next time a sequencer is formed. A wizard can possess only one Minor Sequencer at a time, and it may not be given to other characters.",No Description
Wizard,4,"Monster Summoning II","SPWI407","Wizard Monster Summoning 2","Monster Summoning II
(Conjuration/Summoning)

Level: 4
Range: 120 ft.
Duration: 3 rounds + 1 round/level
Casting Time: 4
Area of Effect: Special
Saving Throw: None

This spell is much like the 3rd-level Monster Summoning I spell, except that this spell summons 4-HD monsters. There is a 60% chance of receiving one monster and a 40% chance of receiving two monsters. These monster(s) appear within spell range and attack the caster's opponents until the spell duration expires or until they are slain.",No Description
Wizard,4,"Monster Summoning II","SPWI019","",No Description, No Description
Wizard,4,"Otiluke's Resilient Sphere","SPWI853","","Otiluke's Resilient Sphere
(Alteration)

Level: 4
Range: 40 ft.
Duration: 1 turn
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg.

When this spell is cast, the result is a globe of shimmering force that encloses the subject creature if it fails to Save vs. Spell. The resilient sphere will contain its subject for the duration of the spell. The sphere is completely immune to all damage; in fact, the only method of removing the sphere is a successful Dispel Magic. Hence, the creature caught inside the globe is completely safe from all attacks, but at the same time completely unable to affect the outside world.",No Description
Wizard,4,"Otiluke's Resilient Sphere","SPWI413","Wizard Otilukes Resilient Sphere","Otiluke's Resilient Sphere
(Alteration)

Level: 4
Range: 40 ft.
Duration: 1 turn
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg.

When this spell is cast, the result is a globe of shimmering force that encloses the subject creature if it fails to Save vs. Spell. The resilient sphere will contain its subject for the duration of the spell. The sphere is completely immune to all damage; in fact, the only method of removing the sphere is a successful Dispel Magic. Hence, the creature caught inside the globe is completely safe from all attacks, but at the same time completely unable to affect the outside world.",No Description
Wizard,4,"Otiluke's Resilient Sphere","SPIN853","Force Sphere","Otiluke's Resilient Sphere
(Alteration)

Level: 4
Range: 40 ft.
Duration: 1 turn
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg.

When this spell is cast, the result is a globe of shimmering force that encloses the subject creature if it fails to Save vs. Spell. The resilient sphere will contain its subject for the duration of the spell. The sphere is completely immune to all damage; in fact, the only method of removing the sphere is a successful Dispel Magic. Hence, the creature caught inside the globe is completely safe from all attacks, but at the same time completely unable to affect the outside world.",No Description
Wizard,4,"Phantasmal Killer","SPIN952","Cutscene Phantasmal Killer",No Description, No Description
Wizard,4,"Polymorph Other","SPWM198","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWM191","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWM183","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWM179","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWM167","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWM152","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWM145","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWM114","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWM113","","Polymorph Other 
(Alteration)

Level: 4
Range: 40 ft.
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Other","SPWI415","Wizard Polymorph Other","Polymorph Other 
(Alteration)

Level: 4
Range: Line of sight of caster
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: Neg. 

The Polymorph Other spell is a powerful magic that permanently alters the form of the creature affected. Mental attributes are not affected, and the target does not receive the special abilities of the new form. However all physical attributes are changed to adhere to the new form. This is a specific version of the spell in that the recipient will be transformed into a squirrel unless a Save vs. Petrification/Polymorph is made successfully. The transformation is instant and permanent until a Dispel Magic is cast successfully upon the affected creature. The natural attacks of the new form also become available and all clothes and equipment that the target was wearing will mold into the new form.",No Description
Wizard,4,"Polymorph Self","SPWI416","Wizard Polymorph Self","Polymorph Self
(Alteration)

Level: 4
Range: 0
Duration: 1 turn + 3 rounds/level
Casting Time: 4
Area of Effect: The caster
Saving Throw: None

When this spell is cast, the wizard is able to assume the form of another creature. The caster also gains the physical mode of locomotion and breathing as well. This spell does not give the new form's other abilities such as special attacks and magic, nor does it run the risk of the wizard changing personality and mentality.

For the duration of the spell, the caster may transform into any of the new forms at any time, and as many times as <PRO_HESHE> wishes. The caster gains the natural attacks of the new form in some cases and may use weapons in others. The mental attributes of the wizard remain the same, but all the physical attributes are obtained from the new form. Also, any natural protections that the new form offers are conferred to the wizard, such as the resistance to missile and crushing weapons possessed by the slime form.

The possible forms given by Polymorph Self are:
  Flind: wields a magical halberd (+1 fire damage and strikes as a +3 weapon)
  Mustard Jelly: capable of poisoning or slowing opponents (if they fail a Save vs. Death when hit)
  Ogre: capable of causing massive damage with its fists
  Spider: causes poison damage when it hits an opponent

In addition, the caster may choose the form of brown bear, black bear, or wolf.",No Description
Wizard,4,"Remove Curse","SPWI410","Wizard Remove Curse","Remove Curse
(Abjuration)

Level: 4
Range: Touch
Duration: Permanent
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: None

Upon casting this spell, the wizard is usually able to remove a curse on an object, on a person, or in the form of some undesired sending or evil presence. Note that the Remove Curse spell does not remove the curse from a cursed shield, weapon, or suit of armor, for example, although the spell typically enables the person afflicted with any such cursed item to get rid of it. Certain special curses may not be countered by this spell, or may be countered only by a caster of a certain level or more.",No Description
Wizard,4,"Secret Word","SPWI419","Wizard Secret Word","Secret Word
(Abjuration)

Level: 4
Range: 40 ft.
Duration: Instant
Casting Time: 4
Area of Effect: 1 creature
Saving Throw: None

When this spell is cast at a target creature, it will dispel one spell protection of 8th level or lower. Spells affected by this are Minor Spell Turning, Minor Globe of Invulnerability, Spell Immunity, Spell Deflection, Spell Turning, and Spell Shield. The target's Magic Resistance, if any, does not affect this spell.",No Description
Wizard,4,"Spider Spawn","SPWI423","Wizard Spider Spawn","Spider Spawn
(Conjuration/Summoning)

Level: 4
Range: 120 ft.
Duration: 6 rounds + 1 round/level
Casting Time: 6
Area of Effect: Special
Saving Throw: None

Upon casting this spell, the wizard must throw several spider eggs into the air while saying the final command word. The result is that the eggs morph into a fully grown spider that will remain under the wizard's telepathic control. The type of spider that appears depends upon the level of the wizard casting the spell.
 7th: giant spider.
 9th: phase spider.
 12th+: sword spider.
When the spell is cast, there is a 20% chance that two spiders of the proper type will appear instead of just one. These spiders will remain under the wizard's control until they are slain, or until the spell duration expires.",No Description
Wizard,4,"Spirit Armor","SPWI414","Wizard Spirit Armor","Spirit Armor
(Necromancy)

Level: 4
Range: Touch
Duration: 2 hours
Casting Time: 3
Area of Effect: 1 creature
Saving Throw: Special

This spell is very similar to the 3rd-level spell Ghost Armor in that it creates a corporeal barrier around the target's body for the duration of the spell. This spell, however, actually taps in to the target's life force in order to create the barrier. The armor itself is weightless and does not hinder movement or spellcasting at all.

The spirit armor does not work cumulatively with any other armor; however, Dexterity bonuses still apply as well as magic rings and shields. While in effect, the Armor Class of the recipient will be set to 1, as if <PRO_HESHE> were wearing full plate. Also, due to the magical nature of the spell, <PRO_HESHE> will also receive a +3 bonus to Save vs. Spell.

There is a danger, however, as when the spell runs out, the external portion of the spirit is temporarily lost, inflicting 2d4 points of damage upon the target unless the creature makes a Saving Throw vs. Spell.",No Description
Wizard,4,"Stoneskin","SPWI408","Wizard Stone Skin","Stoneskin
(Alteration)

Level: 4
Range: 0
Duration: 12 hours
Casting Time: 1
Area of Effect: The caster
Saving Throw: None 

When a wizard casts this powerful spell upon <PRO_HIMHER>self, an outer skin of stone will move up from the ground, completely covering <PRO_HIMHER>. This skin is of course magical and will hinder the wizard in no way. The effect of this is to protect the wizard from physical attacks such as melee weapons and projectiles. For every 2 levels of the caster, an additional skin is gained upon casting. For example, a 10th-level wizard would receive 5 skins while a 20th-level wizard would receive 10. For each skin the wizard possesses, the spell will stop one attack, so a 10th-level wizard would be protected from the first 5 attacks made against <PRO_HIMHER>, but the 6th would affect <PRO_HIMHER> normally. The skins will remain on the wizard until <PRO_HESHE> is affected by a Dispel Magic, all of the skins are removed due to physical attacks, or the spell duration expires. It is important to note that this will not protect the wizard from any magical attacks, such as Fireball.",No Description
Wizard,4,"Stoneskin","SPIN694","Dragon Stone Skin","Stoneskin
(Alteration)

Level: 4
Range: 0
Duration: 12 hours
Casting Time: 1
Area of Effect: The caster
Saving Throw: None 

When a wizard casts this powerful spell upon <PRO_HIMHER>self, an outer skin of stone will move up from the ground, completely covering <PRO_HIMHER>. This skin is of course magical and will hinder the wizard in no way. The effect of this is to protect the wizard from physical attacks such as melee weapons and projectiles. For every 2 levels of the caster, an additional skin is gained upon casting. For example, a 10th-level wizard would receive 5 skins while a 20th-level wizard would receive 10. For each skin the wizard possesses, the spell will stop one attack, so a 10th-level wizard would be protected from the first 5 attacks made against <PRO_HIMHER>, but the 6th would affect <PRO_HIMHER> normally. The skins will remain on the wizard until <PRO_HESHE> is affected by a Dispel Magic, all of the skins are removed due to physical attacks, or the spell duration expires. It is important to note that this will not protect the wizard from any magical attacks, such as Fireball.",No Description
Wizard,4,"Teleport Field","SPWM143","","Teleport Field
(Alteration)

Level: 4
Range: 40 ft.
Duration: 1 turn
Casting Time: 4
Area of Effect: 30-ft. radius
Saving Throw: None

The wizard instigates a teleportation effect that randomly teleports all enemies in this area for the duration of the spell. Teleport Field is best used against multiple enemies, serving to confuse them and allowing the wizard to concentrate on activating <PRO_HISHER> defenses.",No Description
Wizard,4,"Teleport Field","SPWI421","Wizard Teleport Field","Teleport Field
(Alteration)

Level: 4
Range: 40 ft.
Duration: 1 turn
Casting Time: 4
Area of Effect: 30-ft. radius
Saving Throw: None

The wizard instigates a teleportation effect that randomly teleports all enemies in this area for the duration of the spell. Teleport Field is best used against multiple enemies, serving to confuse them and allowing the wizard to concentrate on activating <PRO_HISHER> defenses.",No Description
Wizard,4,"Teleport Without Error","SPWI931","Succubus Teleport",No Description, No Description
Wizard,4,"Wizard Eye","SPWI425","Wizard Eye","Wizard Eye
(Divination, Alteration)

Level: 4
Range: Visual range of the caster
Duration: 1 round/level
Casting Time: 9
Area of Effect: Special
Saving Throw: None

When this spell is employed, the wizard creates an invisible sensory organ that sends <PRO_HIMHER> visual information. The wizard eye can see with normal vision up to 60 ft. away in brightly lit areas. The wizard eye can travel in any direction as long as the spell lasts. It has substance and a form that can be detected (by a Detect Invisibility spell, for instance). Solid barriers prevent the passage of a wizard eye. The powers of the eye cannot be enhanced by other spells or items. The caster is subject to any gaze attack met by the eye. A successful Dispel Magic cast on the wizard or eye ends the spell.",No Description
Wizard,5,"<No Name>","SPWI523D","Wizard Sun Fire",No Description, No Description
Wizard,5,"Animate Dead","SPWI501","Wizard Animate Dead","Animate Dead
(Necromancy)

Level: 5
Range: 30 ft.
Duration: 8 hours
Casting Time: 9
Area of Effect: Special
Saving Throw: None

This spell causes a skeleton warrior to rise and serve the caster under any conditions. The type of skeleton warrior that appears depends upon the level of the wizard casting the spell.
  1st – 6th: a 3 HD skeleton warrior wielding a long sword.
  7th – 10th: a 5 HD skeleton warrior wielding a long sword +1.
  11th – 14th: a 7 HD skeleton warrior wielding a bastard sword +1.
  15th and up: a 9 HD skeleton warrior wielding a two-handed sword +1.
The skeleton warrior can follow the caster, remain in an area and attack any creature entering the place, etc. It remains animated until it is destroyed in combat, 8 hours pass, or it is turned. This spell cannot be dispelled.",No Description
